"","IsolateID","reads","taxon_id","Fungal_Order","Fungal_Family","Fungal_species","RelativeAbundance","relab_pct","Domain","Phylum","Class","Order","Family","Genus","Species"
"138","K10",1,1293440,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"139","K10",1,1464546,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.5,50,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidiphilium"," Acidiphilium"
"140","K10",1,2013811,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.5,50,"Bacteria","Ignavibacteriota","Unidentified","Unidentified","Unidentified","Ignavibacteriae","Unidentified"
"141","K10",1,2044944,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.043478261,4.347826087,"Bacteria","Bacteroidota","Sphingobacteriia"," Sphingobacteriales","Unidentified","Unidentified","Unidentified"
"142","K10",1,2217670,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"143","K10",1,1891241,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.166666667,16.66666667,"Bacteria","Pseudomonadota"," Betaproteobacteria","Unidentified","Unidentified","Unidentified","Unidentified"
"144","K10",1,1926873,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.333333333,33.33333333,"Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales"," Xanthomonadaceae","Unidentified","Xanthomonadaceae bacterium"
"145","K10",1,1927959,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.333333333,33.33333333,"Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella","Dyella choica"
"146","K10",1,1960125,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"147","K10",1,2919918,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"148","K10",1,347,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"149","K10",1,2013866,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"150","K10",1,2041385,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"151","K10",1,1074,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.5,50,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Rhodoblastus","Rhodoblastus acidophilus"
"152","K10",1,2202827,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"153","K10",1,2250708,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"154","K10",1,2448052,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"155","K10",1,2448477,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"156","K10",1,46680,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.25,25,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa group"
"157","K10",1,80876,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"158","K10",1,94627,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.333333333,33.33333333,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Brucellaceae","Brucella/Ochrobactrum","Brucella sp."
"159","K10",1,104097,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.071428571,7.142857143,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter estunensis"
"160","K10",1,106654,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.111111111,11.11111111,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter calcoaceticus/baumannii complex"
"161","K10",1,158500,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"162","K10",1,168471,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"163","K10",1,220697,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.090909091,9.090909091,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","Thalassospira xiamenensis"
"164","K10",1,231434,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.076923077,7.692307692,"Bacteria","Pseudomonadota","Beijerinckia","Hyphomicrobiales","Beijerinckiaceae","Unidentified","Beijerinckia mobilis"
"165","K10",1,267128,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"166","K10",1,314235,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"167","K10",1,381308,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.333333333,33.33333333,"Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Thioalkalispiraceae","Thiohalophilus","Thiohalophilus thiocyanatoxydans"
"168","K10",1,404770,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"169","K10",1,410840,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"170","K10",1,415229,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.5,50,"Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas spadix"
"171","K10",1,487316,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"172","K10",1,487318,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"173","K10",1,504468,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.142857143,14.28571429,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rhodovastum","Rhodovastum atsumiense"
"174","K10",3,747,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.12,12,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurella","Pasteurella multocida"
"175","K10",3,536059,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.111111111,11.11111111,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Arsenophonus"," Arsenophonus"
"176","K10",3,1970547,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.25,25,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Unidentified","Rhizobiales","Unidentified"
"177","K10",3,2795109,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.06,6,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Chromobacterium","Chromobacterium sp."
"178","K10",3,2795124,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.157894737,15.78947368,"Bacteria","Pseudomonadota"," Ralstonia","Burkholderiales","Burkholderiaceae","Unidentified","Unidentified"
"179","K10",2,317,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.074074074,7.407407407,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas syringae group"
"180","K10",1,1609977,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.5,50,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas hengshuiensis"
"181","K10",1,1641855,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.0625,6.25,"Bacteria","Pseudomonadota"," Beijerinckia","Hyphomicrobiales","Beijerinckiaceae","Unidentified","Unidentified"
"182","K10",1,1641861,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"183","K10",2,2026763,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.333333333,33.33333333,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Unidentified","Myxococcales","Unidentified"
"184","K10",2,1909294,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.222222222,22.22222222,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Unidentified","Hyphomicrobiales","Unidentified"
"185","K10",2,1970529,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.117647059,11.76470588,"Bacteria","Pseudomonadota","Hydrogenophilia","Hydrogenophilales","Unidentified","Hydrogenophilales","Unidentified"
"186","K10",2,1977087,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.181818182,18.18181818,"Bacteria","Pseudomonadota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"187","K10",1,1970556,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.1,10,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Unidentified","Rhodobacterales","Unidentified"
"188","K10",1,1971593,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.25,25,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Xanthobacter"," Xanthobacter"
"189","K10",11,1906665,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.074829932,7.482993197,"Archaea","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"190","K10",4,2026795,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.19047619,19.04761905,"Archaea","Nitrososphaerota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"191","K10",1,2077097,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"192","K10",1,664692,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"193","K10",1,700500,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"194","K10",1,741659,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.5,50,"Bacteria","Actinomycetota","Unidentified","Micromonosporales","Micromonosporaceae","Unidentified","Virgisporangium sp."
"195","K10",1,934019,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"196","K10",1,2511025,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"197","K10",1,2587856,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"198","K10",1,2741674,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"199","K10",1,2785325,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"200","K10",1,2789856,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"201","K10",1,2795115,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.25,25,"Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella"," Dyella"
"202","K10",1,2952526,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"203","K10",1,1969380,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.25,25,"Bacteria","Bacillota","Unidentified","Bacillales","Bacillaceae","Unidentified","Bacillus sp."
"204","K10",1,1986595,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"205","K10",1,2026724,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.02,2,"Bacteria","Chloroflexota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"206","K10",1,2039283,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",0.5,50,"Bacteria","Mycoplasmatota","Unidentified"," Mycoplasmatales","Unidentified","Unidentified","endosymbiont GvMRE of Glomus versiforme"
"207","K10",1,2073117,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"208","K10",1,2572903,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"209","K10",1,2608684,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
